flightNumber;plane;dep_date;dep_time;dep_airport_name;dep_airport_code;dep_weather_min;dep_weather_max;dep_weather_desc;dep_door;arr_date;arr_time;arr_airport_name;arr_weather_min;arr_weather_max;arr_weather_desc;arr_belt;new_dep_status;new_arr_status;time_difference;time_difference_minutes;delayed
AEA5200; EMBRAER ERJ-195;14/04/18;12:45;GRANADA-JAÉN F.G.L.;GRX;5;19;Nubosidad variable;1;14/04/18;14:00;PALMA DE MALLORCA;11;15;Lluvia moderada;4;Despego;Aterrizo;0 days 01:15:00;75;1
RYR7217; BOEING 737-800 WINGLETS;14/04/18;13:30;IBIZA;IBZ;12;16;Llovizna ;16;14/04/18;14:15;VALENCIA;10;18;Nubosidad variable;9;Despego;Aterrizo;0 days 00:36:00;36;0
IBB508; ATR-72;14/04/18;12:00;GRAN CANARIA;LPA;17;21;Nubes altas;A15;14/04/18;12:45;LANZAROTE;15;22;Nubes altas;C2;Despego;Aterrizo;0 days 00:45:00;45;0
IBS3856; AIRBUS A320;14/04/18;11:25;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;5;17;Nubosidad variable;K62;14/04/18;13:05;LANZAROTE;15;22;Nubes altas;2;Despego;Aterrizo;0 days 01:17:00;77;0
VLG3140; AIRBUS A320;14/04/18;12:05;MALAGA-COSTA DEL SOL;AGP;11;21;Despejado;D42;14/04/18;13:15;LANZAROTE;15;22;Nubes altas;4;Despego;Aterrizo;0 days 01:04:00;64;0
AEA7116; BOEING 737-800 WINGLETS;14/04/18;12:10;SANTIAGO;SCQ;9;15;Nubosidad variable;6;14/04/18;13:50;LANZAROTE;15;22;Nubes altas;1;Despego;Aterrizo;0 days 01:21:00;81;0
IBB133; ATR-72;14/04/18;12:00;GRAN CANARIA;LPA;17;21;Nubes altas;A09;14/04/18;12:30;TENERIFE NORTE;17;22;Despejado;3;Despego;Aterrizo;0 days 00:34:00;34;1
IBB207; ATR-72;14/04/18;12:40;FUERTEVENTURA;FUE;16;22;Nubes altas;6;14/04/18;13:20;GRAN CANARIA;17;21;Nubes altas;11;Despego;Aterrizo;0 days 00:45:00;45;0
VLG3281; AIRBUS A320;14/04/18;9:30;LANZAROTE;ACE;15;22;Nubes altas;9;14/04/18;13:15;BILBAO;10;19;Nubosidad variable;5;Despego;Aterrizo;0 days 03:52:00;232;0
LAV5547; BOEING 737-400;14/04/18;9:25;TENERIFE NORTE;TFN;17;22;Despejado;12;14/04/18;13:40;BILBAO;10;19;Nubosidad variable;4;Despego;Aterrizo;0 days 04:14:00;254;0
IBS3949; AIRBUS A320;14/04/18;13:05;SEVILLA;SVQ;6;19;Nubes altas;8;14/04/18;14:15;MADRID-BARAJAS ADOLFO SUÁREZ;5;17;Nubosidad variable;13;Despego;Aterrizo;0 days 00:56:00;56;0
AEA9464; ATR-72;14/04/18;12:25;LA PALMA;SPC;17;21;Nubes altas;4;14/04/18;13:00;TENERIFE NORTE;17;22;Despejado;2;Despego;Aterrizo;0 days 00:36:00;36;0
IBB620; ATR-72;14/04/18;12:30;LA PALMA;SPC;17;21;Nubes altas;5;14/04/18;13:00;TENERIFE NORTE;17;22;Despejado;1;Despego;Aterrizo;0 days 00:36:00;36;0
IBS3914; 32A;14/04/18;11:25;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;5;17;Nubosidad variable;K74;14/04/18;12:45;PALMA DE MALLORCA;11;15;Lluvia moderada;15;Despego;Aterrizo;0 days 01:12:00;72;0
VLG1579; AIRBUS A320;14/04/18;12:50;BARCELONA-EL PRAT;BCN;13;17;Lluvia;B52;14/04/18;14:25;ASTURIAS;5;18;Nubosidad variable;3;Despego;Aterrizo;0 days 01:24:00;84;0
IBE8910; BOMBARDIER CRJ-1000;14/04/18;12:25;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;5;17;Nubosidad variable;K88;14/04/18;13:35;IBIZA;12;16;Llovizna ;2;Despego;Aterrizo;0 days 01:12:00;72;0
VLG3510; 32A;14/04/18;12:45;BARCELONA-EL PRAT;BCN;13;17;Lluvia;B25;14/04/18;13:45;IBIZA;12;16;Llovizna ;3;Despego;Aterrizo;0 days 00:51:00;51;1
IBE8679; BOMBARDIER CRJ-1000;14/04/18;12:10;SANTIAGO;SCQ;9;15;Nubosidad variable;5;14/04/18;13:50;IBIZA;12;16;Llovizna ;4;Despego;Aterrizo;0 days 01:34:00;94;1
AEA1706; ATR-72;14/04/18;13:25;PALMA DE MALLORCA;PMI;11;15;Lluvia moderada;B30;14/04/18;14:05;IBIZA;12;16;Llovizna ;1;Despego;Aterrizo;0 days 00:47:00;47;0
VLG2011; 32B;14/04/18;9:30;GRANADA-JAÉN F.G.L.;GRX;5;19;Nubosidad variable;2;14/04/18;10:55;BARCELONA-EL PRAT;13;17;Lluvia;8;Despego;Aterrizo;0 days 01:14:00;74;1
RYR6386; BOEING 737-800 WINGLETS;14/04/18;11:25;BARCELONA-EL PRAT;BCN;13;17;Lluvia;U41;14/04/18;13:15;MALAGA-COSTA DEL SOL;11;21;Despejado;40;Despego;Aterrizo;0 days 01:36:00;96;1
IBS3932; AIRBUS A320;14/04/18;11:05;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;5;17;Nubosidad variable;J58;14/04/18;13:00;TENERIFE NORTE;17;22;Despejado;5;Despego;Aterrizo;0 days 01:29:00;89;0
IBS3910; 32A;14/04/18;11:30;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;5;17;Nubosidad variable;J41;14/04/18;13:30;TENERIFE SUR;17;22;Despejado;A6;Despego;Aterrizo;0 days 01:44:00;104;0
AEA9448; ATR-72;14/04/18;11:45;LANZAROTE;ACE;15;22;Nubes altas;P4;14/04/18;12:30;GRAN CANARIA;17;21;Nubes altas;13;Despego;Aterrizo;0 days 00:54:00;54;0
AEA9402; ATR-72;14/04/18;12:10;TENERIFE NORTE;TFN;17;22;Despejado;4B;14/04/18;12:40;GRAN CANARIA;17;21;Nubes altas;13;Despego;Aterrizo;0 days 00:37:00;37;1
RYR5273; BOEING 737-800 WINGLETS;14/04/18;12:25;PALMA DE MALLORCA;PMI;11;15;Lluvia moderada;D88;14/04/18;14:05;SEVILLA;6;19;Nubes altas;6;Despego;Aterrizo;0 days 01:29:00;89;0
VLG2210; 32A;14/04/18;12:35;BARCELONA-EL PRAT;BCN;13;17;Lluvia;B55;14/04/18;14:15;SEVILLA;6;19;Nubes altas;3;Despego;Aterrizo;0 days 01:27:00;87;0
VLG2432; AIRBUS A320;14/04/18;12:10;SEVILLA;SVQ;6;19;Nubes altas;4;14/04/18;13:45;MENORCA;12;14;Lluvia moderada;6;Despego;Aterrizo;0 days 01:31:00;91;0
IBE8319; ATR-72;14/04/18;13:30;SAN SEBASTIAN;EAS;8;16;Nubosidad variable;2;14/04/18;14:50;MADRID-BARAJAS ADOLFO SUÁREZ;5;17;Nubosidad variable;19;Despego;Aterrizo;0 days 01:20:00;80;1
IBE0555; AIRBUS A319;14/04/18;13:45;SANTANDER-SEVE BALLESTEROS;SDR;9;16;Despejado;2;14/04/18;15:00;MADRID-BARAJAS ADOLFO SUÁREZ;5;17;Nubosidad variable;16;Despego;Aterrizo;0 days 00:59:00;59;0
AEA6067; BOEING 737-800 WINGLETS;14/04/18;13:50;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;5;17;Nubosidad variable;E75;14/04/18;15:10;PALMA DE MALLORCA;11;15;Lluvia moderada;11;Despego;Aterrizo;0 days 01:12:00;72;0
IBE0533; AIRBUS A319;14/04/18;13:35;VIGO;VGO;6;16;Nubosidad variable;3;14/04/18;14:50;MADRID-BARAJAS ADOLFO SUÁREZ;5;17;Nubosidad variable;18;Despego;Aterrizo;0 days 00:56:00;56;0
IBE8577; CANADAIR CRJ-200;14/04/18;14:00;ALMERIA;LEI;8;20;Despejado;3;14/04/18;15:10;MADRID-BARAJAS ADOLFO SUÁREZ;5;17;Nubosidad variable;19;Despego;Aterrizo;0 days 00:51:00;51;0
IBB145; ATR-72;14/04/18;13:00;GRAN CANARIA;LPA;17;21;Nubes altas;A05;14/04/18;13:30;TENERIFE NORTE;17;22;Despejado;2;Despego;Aterrizo;0 days 00:38:00;38;0
VLG3254; AIRBUS A320;14/04/18;12:30;SEVILLA;SVQ;6;19;Nubes altas;6;14/04/18;13:45;TENERIFE NORTE;17;22;Despejado;1;Despego;Aterrizo;0 days 01:04:00;64;0
AEA9118; BOEING 737-800 WINGLETS;14/04/18;11:55;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;5;17;Nubosidad variable;E80;14/04/18;13:50;TENERIFE NORTE;17;22;Despejado;5;Despego;Aterrizo;0 days 01:34:00;94;1
VLG3216; 32B;14/04/18;12:05;BARCELONA-EL PRAT;BCN;13;17;Lluvia;B51;14/04/18;14:25;TENERIFE NORTE;17;22;Despejado;4;Despego;Aterrizo;0 days 02:15:00;135;0
IBB622; ATR-42/72;14/04/18;14:00;LA PALMA;SPC;17;21;Nubes altas;5;14/04/18;14:30;TENERIFE NORTE;17;22;Despejado;3;Despego;Aterrizo;0 days 00:32:00;32;0
IBB147; ATR-72;14/04/18;14:00;GRAN CANARIA;LPA;17;21;Nubes altas;A11;14/04/18;14:30;TENERIFE NORTE;17;22;Despejado;2;Despego;Aterrizo;0 days 00:34:00;34;0
AEA6048; BOEING 737-800 WINGLETS;14/04/18;12:30;PALMA DE MALLORCA;PMI;11;15;Lluvia moderada;D80;14/04/18;13:55;MADRID-BARAJAS ADOLFO SUÁREZ;5;17;Nubosidad variable;17;Despego;Aterrizo;0 days 01:10:00;70;1
VLG3905; 32A;14/04/18;13:30;PALMA DE MALLORCA;PMI;11;15;Lluvia moderada;D83;14/04/18;14:25;BARCELONA-EL PRAT;13;17;Lluvia;7;Despego;Aterrizo;0 days 00:44:00;44;1
AEA6060; BOEING 737-800 WINGLETS;14/04/18;13:30;PALMA DE MALLORCA;PMI;11;15;Lluvia moderada;D86;14/04/18;14:20;BARCELONA-EL PRAT;13;17;Lluvia;3;Despego;Aterrizo;0 days 00:57:00;57;1
VLG3937; AIRBUS A320;14/04/18;13:55;PALMA DE MALLORCA;PMI;11;15;Lluvia moderada;C48;14/04/18;15:00;ALICANTE-ELCHE;10;22;Nubosidad variable;10A;Despego;Aterrizo;0 days 00:47:00;47;0
IBE8645; BOMBARDIER CRJ-1000;14/04/18;13:50;GRANADA-JAÉN F.G.L.;GRX;5;19;Nubosidad variable;2;14/04/18;14:55;MADRID-BARAJAS ADOLFO SUÁREZ;5;17;Nubosidad variable;19;Despego;Aterrizo;0 days 00:58:00;58;0
IBE8911; BOMBARDIER CRJ-1000;14/04/18;14:10;IBIZA;IBZ;12;16;Llovizna ;7;14/04/18;15:25;MADRID-BARAJAS ADOLFO SUÁREZ;5;17;Nubosidad variable;19;Despego;Aterrizo;0 days 01:02:00;62;0
CNF722; ATR-72;14/04/18;12:50;LANZAROTE;ACE;15;22;Nubes altas;P4;14/04/18;13:35;GRAN CANARIA;17;21;Nubes altas;13;Despego;Aterrizo;0 days 00:49:00;49;0
IBB513; ATR-42/72;14/04/18;13:10;LANZAROTE;ACE;15;22;Nubes altas;P3;14/04/18;13:55;GRAN CANARIA;17;21;Nubes altas;11;Despego;Aterrizo;0 days 00:41:00;41;0
AEA2057; AIRBUS A330-200;14/04/18;12:00;BARCELONA-EL PRAT;BCN;13;17;Lluvia;B49;14/04/18;13:30;MADRID-BARAJAS ADOLFO SUÁREZ;5;17;Nubosidad variable;18;Despego;Aterrizo;0 days 01:23:00;83;1
RYR2593; BOEING 737-800 WINGLETS;14/04/18;12:55;MALAGA-COSTA DEL SOL;AGP;11;21;Despejado;B30;14/04/18;14:35;SANTANDER-SEVE BALLESTEROS;9;16;Despejado;1;Despego;Aterrizo;0 days 01:39:00;99;1
RYR2214; BOEING 737-800 WINGLETS;14/04/18;14:05;VALENCIA;VLC;10;18;Nubosidad variable;E15;14/04/18;15:20;SANTANDER-SEVE BALLESTEROS;9;16;Despejado;1;Despego;Aterrizo;0 days 01:17:00;77;0
IBE8809; BOMBARDIER CRJ-1000;14/04/18;13:50;MALAGA-COSTA DEL SOL;AGP;11;21;Despejado;D61;14/04/18;15:05;MADRID-BARAJAS ADOLFO SUÁREZ;5;17;Nubosidad variable;19;Despego;Aterrizo;0 days 01:09:00;69;0
RYR8146; BOEING 737-800 WINGLETS;14/04/18;13:55;MALAGA-COSTA DEL SOL;AGP;11;21;Despejado;D43;14/04/18;15:15;IBIZA;12;16;Llovizna ;7;Despego;Aterrizo;0 days 01:12:00;72;0
VLG2286; BOEING 737-800 WINGLETS;14/04/18;12:25;BARCELONA-EL PRAT;BCN;13;17;Lluvia;A17;14/04/18;14:10;JEREZ DE LA FRONTERA;7;20;Nubosidad variable;2;Despego;Aterrizo;0 days 01:34:00;94;1
CNF729; ATR-72;14/04/18;12:55;GRAN CANARIA;LPA;17;21;Nubes altas;A07;14/04/18;13:40;LANZAROTE;15;22;Nubes altas;C1;Despego;Aterrizo;0 days 00:48:00;48;0
IBB212; ATR-72;14/04/18;13:30;GRAN CANARIA;LPA;17;21;Nubes altas;A15;14/04/18;14:10;FUERTEVENTURA;16;22;Nubes altas;14;Despego;Aterrizo;0 days 00:38:00;38;0
IBE8981; BOMBARDIER CRJ-1000;14/04/18;13:55;VALENCIA;VLC;10;18;Nubosidad variable;R52;14/04/18;14:55;MADRID-BARAJAS ADOLFO SUÁREZ;5;17;Nubosidad variable;19;Despego;Aterrizo;0 days 01:00:00;60;1
AAL8524; BOMBARDIER CRJ-1000;14/04/18;13:55;VALENCIA;VLC;10;18;Nubosidad variable;R52;14/04/18;14:55;MADRID-BARAJAS ADOLFO SUÁREZ;5;17;Nubosidad variable;19;Despego;Aterrizo;0 days 01:00:00;60;1
RYR2896; BOEING 737-800 WINGLETS;14/04/18;12:50;BARCELONA-EL PRAT;BCN;13;17;Lluvia;R14;14/04/18;13:50;PALMA DE MALLORCA;11;15;Lluvia moderada;18;Despego;Aterrizo;0 days 01:03:00;63;1
EVE1123; 32A;14/04/18;12:50;ALICANTE-ELCHE;ALC;10;22;Nubosidad variable;C43;14/04/18;14:20;VIGO;6;16;Nubosidad variable;3;Despego;Aterrizo;0 days 01:40:00;100;1
IBS3875; AIRBUS A320;14/04/18;13:20;SANTIAGO;SCQ;9;15;Nubosidad variable;6;14/04/18;14:35;MADRID-BARAJAS ADOLFO SUÁREZ;5;17;Nubosidad variable;15;Despego;Aterrizo;0 days 01:02:00;62;1
VLG3261; 32A;14/04/18;10:20;TENERIFE NORTE;TFN;17;22;Despejado;5;14/04/18;14:15;BILBAO;10;19;Nubosidad variable;5;Despego;Aterrizo;0 days 04:01:00;241;0
VLG2615; 32A;14/04/18;13:20;JEREZ DE LA FRONTERA;XRY;7;20;Nubosidad variable;2;14/04/18;14:55;BILBAO;10;19;Nubosidad variable;3;Despego;Aterrizo;0 days 01:31:00;91;0
VLG3971; 32A;14/04/18;11:45;A CORUÑA;LCG;10;17;Nubosidad variable;4;14/04/18;13:35;PALMA DE MALLORCA;11;15;Lluvia moderada;15;Despego;Aterrizo;0 days 01:41:00;101;0
IBB454; ATR-42/72;14/04/18;12:50;TENERIFE NORTE;TFN;17;22;Despejado;1;14/04/18;13:40;LANZAROTE;15;22;Nubes altas;C2;Despego;Aterrizo;0 days 00:53:00;53;0
IBS3842; AIRBUS A320;14/04/18;11:40;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;5;17;Nubosidad variable;J59;14/04/18;13:45;LA PALMA;17;21;Nubes altas;3;Despego;Aterrizo;0 days 01:43:00;103;0
IBS3906; AIRBUS A321;14/04/18;11:25;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;5;17;Nubosidad variable;J42;14/04/18;13:10;FUERTEVENTURA;16;22;Nubes altas;3;Despego;Aterrizo;0 days 01:26:00;86;0
RYR3064; BOEING 737-800 WINGLETS;14/04/18;9:35;TENERIFE NORTE;TFN;17;22;Despejado;13;14/04/18;14:00;BARCELONA-EL PRAT;13;17;Lluvia;22;Despego;Aterrizo;0 days 04:17:00;257;0
VLG2125; 32B;14/04/18;12:05;BARCELONA-EL PRAT;BCN;13;17;Lluvia;B26;14/04/18;13:50;MALAGA-COSTA DEL SOL;11;21;Despejado;36;Despego;Aterrizo;0 days 01:29:00;89;0
RYR2036; BOEING 737-800 WINGLETS;14/04/18;12:50;VITORIA;VIT;5;17;Abertura de claros; - ;14/04/18;14:10;SEVILLA;6;19;Nubes altas;4;Despego;Aterrizo;0 days 01:11:00;71;1
IBS9526; AIRBUS A320;14/04/18;13:20;PALMA DE MALLORCA;PMI;11;15;Lluvia moderada;D84;14/04/18;14:55;SEVILLA;6;19;Nubes altas;4;Despego;Aterrizo;0 days 01:23:00;83;0
IBS3822; 32A;14/04/18;11:25;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;5;17;Nubosidad variable;H28;14/04/18;13:25;GRAN CANARIA;17;21;Nubes altas;15;Despego;Aterrizo;0 days 01:37:00;97;0
IBS3830; AIRBUS A321;14/04/18;12:10;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;5;17;Nubosidad variable;K82;14/04/18;14:20;GRAN CANARIA;17;21;Nubes altas;15;Despego;Aterrizo;0 days 01:36:00;96;0
IBE8660; BOMBARDIER CRJ-1000;14/04/18;11:50;MENORCA;MAH;12;14;Lluvia moderada;1B;14/04/18;13:25;VITORIA;5;17;Abertura de claros;2;Despego;Aterrizo;0 days 01:18:00;78;1
IBE8269; ATR-72;14/04/18;15:05;MELILLA;MLN;12;19;Despejado;2;14/04/18;15:55;MALAGA-COSTA DEL SOL;11;21;Despejado;31;Despego;Aterrizo;0 days 00:41:00;41;0
AEA7235; EMBRAER ERJ-195;14/04/18;14:15;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;5;17;Nubosidad variable;E78;14/04/18;15:30;A CORUÑA;10;17;Nubosidad variable;1;Despego;Aterrizo;0 days 01:14:00;74;1
IBB663; ATR-42/72;14/04/18;14:00;TENERIFE NORTE;TFN;17;22;Despejado;3;14/04/18;14:40;EL HIERRO;12;20;Despejado;1;Despego;Aterrizo;0 days 00:34:00;34;0
CNF730; ATR-42/72;14/04/18;14:05;LANZAROTE;ACE;15;22;Nubes altas;P4;14/04/18;14:50;GRAN CANARIA;17;21;Nubes altas;13;Despego;Aterrizo;0 days 00:40:00;40;0
AEA4065; ATR-72;14/04/18;14:30;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;5;17;Nubosidad variable;D65;14/04/18;15:35;VALENCIA;10;18;Nubosidad variable;4;Despego;Aterrizo;0 days 01:01:00;61;1
VLG3511; 32A;14/04/18;14:20;IBIZA;IBZ;12;16;Llovizna ;6;14/04/18;15:20;BARCELONA-EL PRAT;13;17;Lluvia;2;Despego;Aterrizo;0 days 00:42:00;42;1
AEA1707; ATR-72;14/04/18;15:10;IBIZA;IBZ;12;16;Llovizna ;1;14/04/18;15:50;PALMA DE MALLORCA;11;15;Lluvia moderada;11;Despego;Aterrizo;0 days 00:35:00;35;0
VLG2433; AIRBUS A320;14/04/18;14:25;MENORCA;MAH;12;14;Lluvia moderada;6;14/04/18;16:05;SEVILLA;6;19;Nubes altas;3;Despego;Aterrizo;0 days 01:30:00;90;0
AEA7300; EMBRAER ERJ-195;14/04/18;14:40;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;5;17;Nubosidad variable;E69;14/04/18;15:50;VIGO;6;16;Nubosidad variable;2;Despego;Aterrizo;0 days 01:10:00;70;0
RYR6387; BOEING 737-800 WINGLETS;14/04/18;13:50;MALAGA-COSTA DEL SOL;AGP;11;21;Despejado;D49;14/04/18;15:25;BARCELONA-EL PRAT;13;17;Lluvia;20;Despego;Aterrizo;0 days 01:31:00;91;1
RYR2054; BOEING 737-800 WINGLETS;14/04/18;14:15;PALMA DE MALLORCA;PMI;11;15;Lluvia moderada;D94;14/04/18;15:50;MADRID-BARAJAS ADOLFO SUÁREZ;5;17;Nubosidad variable;13;Despego;Aterrizo;0 days 01:19:00;79;0
IBB158; BOMBARDIER CRJ-1000;14/04/18;14:00;TENERIFE NORTE;TFN;17;22;Despejado;4A;14/04/18;14:30;GRAN CANARIA;17;21;Nubes altas;11;Despego;Aterrizo;0 days 00:41:00;41;0
CNF452; ATR-72;14/04/18;14:20;TENERIFE NORTE;TFN;17;22;Despejado;2;14/04/18;14:50;LA PALMA;17;21;Nubes altas;2;Despego;Aterrizo;0 days 00:33:00;33;0
VLG1401; AIRBUS A320;14/04/18;14:00;BARCELONA-EL PRAT;BCN;13;17;Lluvia;A12;14/04/18;15:25;MADRID-BARAJAS ADOLFO SUÁREZ;5;17;Nubosidad variable;14;Despego;Aterrizo;0 days 01:19:00;79;1
RYR2573; BOEING 737-800 WINGLETS;14/04/18;13:45;MALAGA-COSTA DEL SOL;AGP;11;21;Despejado;B24;14/04/18;15:25;SANTIAGO;9;15;Nubosidad variable;3;Despego;Aterrizo;0 days 01:49:00;109;1
VLG2472; 32B;14/04/18;12:45;BARCELONA-EL PRAT;BCN;13;17;Lluvia;B48;14/04/18;14:50;LANZAROTE;15;22;Nubes altas;2;Despego;Aterrizo;0 days 01:53:00;113;1
IBK6379; BOEING 737-800 WINGLETS;14/04/18;12:45;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;5;17;Nubosidad variable;E82;14/04/18;14:40;TENERIFE NORTE;17;22;Despejado;1;Despego;Aterrizo;0 days 01:44:00;104;0
IBB417; ATR-42/72;14/04/18;13:55;FUERTEVENTURA;FUE;16;22;Nubes altas;16;14/04/18;14:45;TENERIFE NORTE;17;22;Despejado;2;Despego;Aterrizo;0 days 00:46:00;46;0
CNF722; ATR-72;14/04/18;12:50;LANZAROTE;ACE;15;22;Nubes altas;P4;14/04/18;13:35;GRAN CANARIA;17;21;Nubes altas;13;Despego;Aterrizo;0 days 00:49:00;49;0
VLG3002; 32B;14/04/18;12:20;BARCELONA-EL PRAT;BCN;13;17;Lluvia;B56;14/04/18;14:45;GRAN CANARIA;17;21;Nubes altas;16;Despego;Aterrizo;0 days 02:11:00;131;0
CNF452; ATR-72;14/04/18;14:20;TENERIFE NORTE;TFN;17;22;Despejado;2;14/04/18;14:50;LA PALMA;17;21;Nubes altas;2;Despego;Aterrizo;0 days 00:33:00;33;0
RYR2594; BOEING 737-800 WINGLETS;14/04/18;15:00;SANTANDER-SEVE BALLESTEROS;SDR;9;16;Despejado;1;14/04/18;16:30;MALAGA-COSTA DEL SOL;11;21;Despejado;21;Despego;Aterrizo;0 days 01:16:00;76;1
EVE1124; 32A;14/04/18;15:10;VIGO;VGO;6;16;Nubosidad variable;3;14/04/18;16:35;ALICANTE-ELCHE;10;22;Nubosidad variable;10B;Despego;Aterrizo;0 days 01:18:00;78;1
VLG1435; AIRBUS A320;14/04/18;15:50;BILBAO;BIO;10;19;Nubosidad variable;4;14/04/18;17:00;BARCELONA-EL PRAT;13;17;Lluvia;6;Despego;Aterrizo;0 days 01:04:00;64;0
AEA7153; EMBRAER ERJ-195;14/04/18;14:45;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;5;17;Nubosidad variable;E76;14/04/18;15:45;BILBAO;10;19;Nubosidad variable;4;Despego;Aterrizo;0 days 01:05:00;65;1
VLG1500; AIRBUS A320;14/04/18;15:00;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;5;17;Nubosidad variable;J46;14/04/18;16:20;BARCELONA-EL PRAT;13;17;Lluvia;15;Despego;Aterrizo;0 days 01:12:00;72;1
AEA4033; EMBRAER ERJ-195;14/04/18;15:40;PALMA DE MALLORCA;PMI;11;15;Lluvia moderada;D82;14/04/18;16:45;ZARAGOZA;7;19;Nubes altas;2;Despego;Aterrizo;0 days 00:59:00;59;0
AEA6071; BOEING 737-800 WINGLETS;14/04/18;15:10;BARCELONA-EL PRAT;BCN;13;17;Lluvia;B40;14/04/18;15:55;PALMA DE MALLORCA;11;15;Lluvia moderada;13;Despego;Aterrizo;0 days 00:44:00;44;1
RYR8841; BOEING 737-800 WINGLETS;14/04/18;15:15;BARCELONA-EL PRAT;BCN;13;17;Lluvia;R13;14/04/18;16:25;IBIZA;12;16;Llovizna ;5;Despego;Aterrizo;0 days 01:04:00;64;1
IBB160; ATR-72;14/04/18;15:00;TENERIFE NORTE;TFN;17;22;Despejado;4;14/04/18;15:30;GRAN CANARIA;17;21;Nubes altas;12;Despego;Aterrizo;0 days 00:31:00;31;0
IBB631; ATR-42/72;14/04/18;15:00;TENERIFE NORTE;TFN;17;22;Despejado;2;14/04/18;15:30;LA PALMA;17;21;Nubes altas;4;Despego;Aterrizo;0 days 00:27:00;27;0
AEA9465; ATR-72;14/04/18;15:15;TENERIFE NORTE;TFN;17;22;Despejado;4B;14/04/18;15:50;LA PALMA;17;21;Nubes altas;2;Despego;Aterrizo;0 days 00:40:00;40;0
IBB222; ATR-72;14/04/18;14:50;GRAN CANARIA;LPA;17;21;Nubes altas;A13;14/04/18;15:25;FUERTEVENTURA;16;22;Nubes altas;14;Despego;Aterrizo;0 days 00:38:00;38;0
CNF653; ATR-72;14/04/18;14:55;GRAN CANARIA;LPA;17;21;Nubes altas;A11;14/04/18;15:25;TENERIFE NORTE;17;22;Despejado;2;Despego;Aterrizo;0 days 00:28:00;28;0
IBB135; BOMBARDIER CRJ-1000;14/04/18;15:00;GRAN CANARIA;LPA;17;21;Nubes altas;A09;14/04/18;15:30;TENERIFE NORTE;17;22;Despejado;3;Despego;Aterrizo;0 days 00:30:00;30;1
CNF453; ATR-72;14/04/18;15:20;LA PALMA;SPC;17;21;Nubes altas;4;14/04/18;15:50;TENERIFE NORTE;17;22;Despejado;2;Despego;Aterrizo;0 days 00:35:00;35;0
VLG3970; 32A;14/04/18;14:10;PALMA DE MALLORCA;PMI;11;15;Lluvia moderada;C68;14/04/18;16:10;A CORUÑA;10;17;Nubosidad variable;2;Despego;Aterrizo;0 days 01:57:00;117;1
AEA2673; BOEING 737-800 WINGLETS;14/04/18;15:00;ALICANTE-ELCHE;ALC;10;22;Nubosidad variable;C45;14/04/18;16:20;BILBAO;10;19;Nubosidad variable;2;Despego;Aterrizo;0 days 01:20:00;80;0
IBS3827; AIRBUS A320;14/04/18;11:15;GRAN CANARIA;LPA;17;21;Nubes altas;B02;14/04/18;15:00;MADRID-BARAJAS ADOLFO SUÁREZ;5;17;Nubosidad variable;10;Despego;Aterrizo;0 days 03:49:00;229;1
IBS3901; AIRBUS A320;14/04/18;11:30;FUERTEVENTURA;FUE;16;22;Nubes altas;11;14/04/18;15:00;MADRID-BARAJAS ADOLFO SUÁREZ;5;17;Nubosidad variable;17;Despego;Aterrizo;0 days 03:44:00;224;0
IBB455; ATR-42/72;14/04/18;14:10;LANZAROTE;ACE;15;22;Nubes altas;P3;14/04/18;15:00;TENERIFE NORTE;17;22;Despejado;3;Despego;Aterrizo;0 days 00:47:00;47;0
IBB213; ATR-42/72;14/04/18;14:40;FUERTEVENTURA;FUE;16;22;Nubes altas;12;14/04/18;15:20;GRAN CANARIA;17;21;Nubes altas;11;Despego;Aterrizo;0 days 00:35:00;35;0
IBE0404; AIRBUS A319;14/04/18;15:45;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;5;17;Nubosidad variable;H15;14/04/18;17:00;JEREZ DE LA FRONTERA;7;20;Nubosidad variable;2;Despego;Aterrizo;0 days 01:01:00;61;0
IBE8675; BOMBARDIER CRJ-1000;14/04/18;14:25;IBIZA;IBZ;12;16;Llovizna ;15;14/04/18;15:45;BILBAO;10;19;Nubosidad variable;2;Despego;Aterrizo;0 days 01:06:00;66;1
IBE0438; AIRBUS A319;14/04/18;15:45;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;5;17;Nubosidad variable;H31;14/04/18;16:50;BILBAO;10;19;Nubosidad variable;5;Despego;Aterrizo;0 days 00:57:00;57;1
