id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
13188,Garden level studio in ideal loc.,51466,Emma,,Riley Park,49.24773,-123.10509,Entire home/apt,140,2,339,2024-10-20,1.89,1,214,56,24-157388
13358,Curated  Designer Downtown Suite,52116,Lynn,,Downtown,49.28117370605469,-123.12593078613281,Entire home/apt,190,1,547,2024-10-25,3.12,1,87,56,24-159219
16254,Close to PNE/Hastings Park Garden level suite,63238,Jason,,Hastings-Sunrise,49.27721,-123.04086,Entire home/apt,800,5,7,2022-07-30,0.09,1,70,0,
16611,"1 block to skytrain station, shops,restaurant,bank",58512,Q,,Grandview-Woodland,49.26339,-123.07145,Entire home/apt,,365,3,2018-02-16,0.04,5,90,0,
17765,"Central location, nice little apartment",68672,James,,Mount Pleasant,49.26132,-123.10845,Entire home/apt,,5,203,2021-10-01,1.38,1,0,0,21-156705
18270,private rm in clean central 2BR apt,70437,Ran,,Mount Pleasant,49.26392,-123.095,Private room,,30,118,2019-12-31,0.71,1,258,0,
18589,Commercial Drive B&B,71508,Sylvain & Alexis,,Grandview-Woodland,49.27496,-123.06905,Private room,130,1,583,2024-10-27,3.56,1,87,74,24-157269
18795,*Best choice in downtown-5 Stars * -2,70137,Kai,,West End,49.28299,-123.13008,Private room,75,90,131,2023-06-01,0.79,4,324,0,18-573700
20085,Cozy Oasis Uptown Garden Suite,75986,Tony And Rachel,,Kensington-Cedar Cottage,49.25636,-123.08636,Entire home/apt,109,90,80,2024-08-31,0.45,1,306,2,
21912,PRIVATE ROOM + BATH + KING BED + dedicated entry,83871,Adam,,Renfrew-Collingwood,49.23453,-123.05332,Private room,,90,416,2024-09-30,2.56,3,38,19,24-157525
24273,Avalon Guest Suite in Kitsilano,1267409,Julia,,Kitsilano,49.26216,-123.1715,Entire home/apt,171,90,17,2023-11-05,0.12,2,132,0,20-175617
33150,“Suite on Main”  near  Q.E Park,143724,Ili,,Riley Park,49.24678,-123.10525,Entire home/apt,151,7,153,2024-10-17,0.93,1,238,26,24-157686
35304,Location! Location! Private Studio on “the Drive”,151996,Howie And Lisa,,Grandview-Woodland,49.2729,-123.06973,Entire home/apt,126,2,617,2024-10-29,3.56,1,323,35,24-157240
49736,Boutique Studio Apartment in Kits!,227101,Sarah,,Kitsilano,49.26778,-123.14674,Entire home/apt,,31,9,2016-08-22,0.05,1,0,0,
73841,Amazing Downtown Vancouver Condo!,386761,Ying Ying,,Downtown,49.27683,-123.12463,Entire home/apt,150,90,28,2024-09-20,0.17,1,271,6,
77157,Room with a Garden View!,412802,Anne,,Arbutus Ridge,49.24677,-123.16712,Entire home/apt,114,2,823,2024-10-20,4.95,2,247,55,24-157483
98830,Your Downtown Executive Suite,520997,Cristina,,Downtown,49.28106,-123.12507,Entire home/apt,,90,274,2024-09-22,1.67,1,27,3,18-550967
134688,"West view, Transit convenient, clean & comfortable",653436,Pirike,,Renfrew-Collingwood,49.24356,-123.04757,Private room,,90,47,2024-08-31,0.29,5,27,3,
140698,"1905 Heritage House Loft, Mt. Pleasant, Olympic",69640,Stephen,,Mount Pleasant,49.26417,-123.10442,Private room,130,5,184,2024-10-23,1.13,1,206,20,
172827,Charming and Homely Downtown Penthouse,19982,Fernande,,Downtown,49.28034,-123.12648,Entire home/apt,,10,7,2019-12-28,0.09,1,0,0,18 549804 SA
182451,Kits  Super  Central  Delightful Suite,874660,Penny,,Kitsilano,49.25808,-123.16824,Entire home/apt,140,30,61,2024-09-15,0.38,1,69,4,18-610-361
196722,"Newly renovated, sleeps 6 – fantastic location!",958297,Elana & Gary,,Grandview-Woodland,49.2634,-123.0712,Entire home/apt,,7,13,2019-08-17,0.10,1,0,0,18-549903
248014,"Vancouver stunning views, comfort and location",1299977,Gabriella,,Grandview-Woodland,49.29103,-123.05782,Entire home/apt,100,30,1,2014-09-04,0.01,1,312,0,
254657,Heritage Loft in heart of Gastown,241920,Scott,,Downtown Eastside,49.28375,-123.10383,Entire home/apt,281,3,108,2024-10-06,0.79,1,132,13,22-156187
256178,Luxury Coach House in Kitsilano,1267409,Julia,,Kitsilano,49.26293,-123.17143,Entire home/apt,145,90,24,2023-05-30,0.16,2,0,0,21-156342
311354,Close to downtown/shops/restaurants/skytrain,58512,Q,,Grandview-Woodland,49.26328,-123.07086,Entire home/apt,,365,6,2019-12-21,0.07,5,90,0,18-475635
322824,Modern Yaletown 1BR | GREAT VIEW + CENTRAL,1652613,Blake,,Downtown,49.276,-123.12528,Entire home/apt,140,30,156,2023-12-01,1.02,2,102,1,
359942,Stylish Modern Central Downtown★★★★★★★,1200456,Nala,,Downtown,49.27634,-123.11825,Private room,262,30,46,2022-09-11,0.30,8,364,0,18607863 AM
377706,Bright Spacious Bedroom Pvt Bath,1898008,Tina,,Grandview-Woodland,49.27826,-123.06926,Private room,,30,58,2022-10-11,0.39,1,0,0,
415700,"LARGE PRIVATE ROOM+BATH, KING BED, dedicated entry",83871,Adam,,Renfrew-Collingwood,49.2332,-123.0551,Private room,,90,265,2024-10-16,1.73,3,69,6,24-157525
436032,Trendy & Spacious 2 bd Gastown Loft,2165986,Kenphing,,Downtown Eastside,49.28211,-123.10453,Entire home/apt,285,3,182,2024-09-29,1.20,1,302,29,24-157319
461370,Lovely large room w/ private bath,1200456,Nala,,Killarney,49.22834,-123.03047,Private room,,2,56,2024-08-24,0.37,8,359,5,23-119829
461386,Beautiful room (s) Vancouver Home,1200456,Nala,,Killarney,49.23034,-123.02971,Private room,160,2,47,2024-09-02,0.31,8,358,3,23-119829
464172,"Real bright home with high ceiling, in great area.",2189535,Martine,,Hastings-Sunrise,49.284812927246094,-123.05479431152344,Entire home/apt,180,3,32,2024-09-26,0.24,1,128,22,24-158210
475296,Vancouver (Gastown) penthouse loft with two decks.,2356016,Jocelyn,,Downtown Eastside,49.28241,-123.10381,Entire home/apt,350,3,241,2024-10-27,1.76,1,342,14,24-157565
496298,"Downtown 1Bed+Den, stylish & modern",2451689,Marlin,,Downtown,49.28062,-123.11815,Entire home/apt,131,91,167,2024-05-31,1.11,1,125,3,
498112,Central Modern House with View and 2 Kitchens,2459577,Allison,,Kensington-Cedar Cottage,49.2499,-123.07445,Entire home/apt,550,5,42,2024-08-26,0.28,2,35,6,24-157580
507767,Level | One Bedroom Suite | Downtown Vancouver,2502595,Level Hotels And Furnished Suites,,Downtown,49.27872,-123.12193,Entire home/apt,200,30,5,2024-04-18,0.04,41,365,1,
540348,Modern Architectural lakeside Home On The Park,2655554,Kristen,,Kensington-Cedar Cottage,49.25759,-123.06393,Entire home/apt,457,1,113,2024-10-06,0.83,1,280,21,24-157643
557357,Commercial Dr West Coast Garden Ste,525761,Diane,,Grandview-Woodland,49.27917,-123.06246,Entire home/apt,90,30,193,2022-10-31,1.29,1,0,0,19-114782
622217,3 bedroom SubPenthouse central downtown Vancouver,3084195,Arash,,Downtown,49.27822,-123.10817,Entire home/apt,729,2,68,2024-08-07,0.49,1,344,7,24-157419
625396,Close to Jericho beach garden level open space.,3102862,Michel,,Kitsilano,49.270655316242745,-123.18291314738147,Entire home/apt,270,2,214,2024-10-20,1.43,1,13,25,24-158836
654744,English Bay Hideaway Photo Tour,2796859,James,,West End,49.29178,-123.14175,Entire home/apt,152,90,76,2023-12-26,0.55,1,281,1,19-104667
654763,1 Bedroom Private Furnished Suite,2459577,Allison,,Kensington-Cedar Cottage,49.25044,-123.07227,Entire home/apt,65,30,22,2023-05-14,0.16,2,174,0,
659986,Nice room in amazing luxury home near DOWNTOWN+UBC,84820,Chris,,South Cambie,49.24413,-123.11955,Private room,,31,27,2018-05-06,0.19,1,0,0,86-13134
703179,Entire cute condo full of art for 2,3246254,Izabela,,Downtown,49.27945,-123.10875,Entire home/apt,,90,183,2024-05-19,1.27,1,7,2,24-157585
713271,Luxury Seaview suite - Vancouver Westend,3671073,Susan,,West End,49.28104,-123.13621,Entire home/apt,135,90,99,2024-09-01,0.71,1,335,5,
731219,Kitsilano Laneway House - Quiet Neighbourhood,3804851,Frances Alison,,Kitsilano,49.26046,-123.18262,Entire home/apt,170,90,13,2022-10-11,0.10,1,155,0,
735468,English Bay Views,3462044,Shea,,West End,49.28059,-123.1364,Entire home/apt,215,1,238,2024-09-15,3.00,1,353,21,24-158147
755558,Kitsilano 2 bdrm Garden Level Suite,3976484,Lori,,Kitsilano,49.25996,-123.16653,Entire home/apt,,2,78,2021-01-23,0.57,1,0,0,21-157483
771366,Level | Studio | Lux Amenities Downtown Vancouver,2502595,Level Hotels And Furnished Suites,,Downtown,49.278350830078125,-123.1224136352539,Entire home/apt,180,30,10,2023-09-04,0.07,41,329,0,
771380,Level | Two Bedroom Suite | Luxe Amenities,2502595,Level Hotels And Furnished Suites,,Downtown,49.278350830078125,-123.1224136352539,Entire home/apt,270,30,11,2023-09-02,0.08,41,351,0,
785297,The Nook in Kitsilano,3211112,Rasha,,Kitsilano,49.26355,-123.17326,Private room,126,14,90,2024-09-10,0.62,1,195,6,24-157295
796603,Exellent for International Student,4196444,Milorad,,West End,49.28087,-123.13525,Shared room,,30,0,,,1,0,0,
801222,fully furnished suite near VGH,4217281,Jennifer Andrea,,Fairview,49.25794,-123.12265,Entire home/apt,84,90,25,2024-06-02,0.18,3,344,2,
875309,Heritage Home near Kits Beach,4621004,Judy,,Kitsilano,49.27031,-123.16398,Entire home/apt,400,7,36,2024-08-10,0.25,1,19,1,24157499
880390,"Large, Lovely Room in Gorgeous House with Gardens",4655969,Lesley,,Kensington-Cedar Cottage,49.255416683543906,-123.0859869496123,Private room,153,30,1,2024-07-10,0.24,1,362,1,
885600,"Dunbar near UBC: Clean, comfortable + quiet",4693732,David & Patti,,Dunbar Southlands,49.24803,-123.18517,Entire home/apt,143,3,301,2024-10-17,2.11,1,175,28,23-156307
958090,Private apartment-Yaletown Downtown,1200456,Nala,,Downtown,49.27679,-123.11564,Entire home/apt,463,30,10,2013-09-30,0.07,8,365,0,
980511,"261 Yaletown Studio at ""Space""",600607,Martello,,Downtown,49.27618,-123.12549,Entire home/apt,,30,11,2023-07-26,0.10,32,0,0,
995174,159 2 BEDROOM/ 2 FULL BATH-ideal for sharing!,600607,Martello,,West End,49.28837,-123.12766,Entire home/apt,,30,15,2023-02-13,0.11,32,0,0,
1012385,comfy stay in clean victorian house,5569906,Mark Anthony,,Mount Pleasant,49.25674175777474,-123.08739684561343,Entire home/apt,120,3,395,2024-11-05,2.81,1,138,35,24-157462
1015935,"Light-filled, self-contained studio in Strathcona",56709,Samantha Jo,,Downtown Eastside,49.2804,-123.08908,Entire home/apt,115,30,221,2024-07-31,1.59,1,123,4,19-162091
1032892,Garden setting.  Separate entrance and space.,2378744,Lori,,Grandview-Woodland,49.27241,-123.06332,Private room,127,1,173,2024-11-03,1.24,1,231,43,24-157329
1092176,West End Gem - Authentic Vancouver experience,3322593,Ricardo,,West End,49.2843,-123.13119,Entire home/apt,150,5,67,2024-10-19,0.48,2,26,12,23-157217
1103566,Downtown-2BR+2Bath+Den+Office+Pkg - Monthly Rental,6060927,Arin,,Downtown,49.28028,-123.10737,Entire home/apt,214,2,290,2024-10-21,2.46,1,159,1,24 276468 LTR
1109821,136 Lord Stanley Great price!,600607,Martello,,West End,49.29258,-123.13446,Entire home/apt,,365,11,2019-03-23,0.08,32,0,0,
1113551,Sunny Family Home in Heart of Kits,5231060,Liz,,Kitsilano,49.26110076904297,-123.1595458984375,Entire home/apt,780,7,50,2024-07-30,0.36,1,106,2,24-157561
1118858,*Best choice in downtown-5 Stars * -3,70137,Kai,,West End,49.28168,-123.12906,Private room,,90,61,2022-12-30,0.44,4,296,0,18-573700
1141457,2 Bdrm in Strathcona,6067405,Paige And Grant,,Downtown Eastside,49.27891,-123.08748,Entire home/apt,113,3,364,2024-10-23,2.60,1,219,36,24-157602
1178149,Cozy Space in East Vancouver,6165412,Sylvia Mira,,Hastings-Sunrise,49.26957,-123.04828,Entire home/apt,105,3,91,2024-09-23,1.18,1,133,10,24-157340
1187929,Elegant Main floor House Vancouver,6495937,Janet,,Kensington-Cedar Cottage,49.25012,-123.07108,Entire home/apt,,5,131,2024-09-02,0.95,1,0,9,24-158891
1191143,Beautiful Kitsilano Character home. Great Location,598979,Mary,,Kitsilano,49.26716,-123.17653,Entire home/apt,350,6,16,2023-04-16,0.13,2,34,0,24-158569
1214617,Cool Cozy Suite On The Drive w central A/C!,6630357,Divina And Viv,,Grandview-Woodland,49.26731,-123.06909,Entire home/apt,178,3,261,2024-09-22,1.89,1,159,15,24-157379
1229506,Brand new 3 bedroom home in central Vancouver,1742728,Karen,,Grandview-Woodland,49.26444,-123.06806,Entire home/apt,490,3,18,2024-09-02,0.13,1,81,4,24-158695
1229714,Luxury apartment Downtown Vancouver,1200456,Nala,,Downtown,49.28526,-123.11411,Entire home/apt,319,30,3,2019-06-23,0.05,8,365,0,18 607866 AM
1273760,Stylish Hotel Room in Downtown Vancouver,6033,Cam,,Downtown,49.28464,-123.11745,Private room,191,1,646,2024-10-27,4.67,2,0,67,
1316477,224 Yaletown Park.  Long term stay welcome,600607,Martello,,Downtown,49.27859,-123.11993,Entire home/apt,,90,7,2020-09-30,0.06,32,0,0,
1343411,Close to Anywhere: Location Location Location,6904778,Mari,,Downtown Eastside,49.27586,-123.09952,Entire home/apt,,1,54,2020-11-22,0.48,1,0,0,18-615245
1343519,*Best choice in downtown-5 Stars* -1,70137,Kai,,West End,49.28247,-123.13068,Private room,75,90,71,2023-11-02,0.56,4,313,0,18-573700
1360765,Ultra Modern Apartment in Yaletow,7338933,Sadiq,,Downtown,49.284,-123.11432,Entire home/apt,110,90,123,2023-12-14,0.89,3,365,1,
1365609,Fantastic location 1 bdr charming apt in Downtown,7336501,Maha,,West End,49.278602600097656,-123.1299057006836,Entire home/apt,,3,200,2024-07-28,1.46,1,1,17,24-157208
1378220,Cozy Downstairs in beautiful Pt Grey Vancouver,7465731,Brian,,West Point Grey,49.25864,-123.20127,Entire home/apt,134,3,117,2024-10-15,1.15,2,83,14,23-156726
1393599,"Luxury 2Bd, 2Offices, amazing views, gym and pool",2118525,Slavica,,Downtown,49.2741,-123.10197,Entire home/apt,250,30,1,2022-12-10,0.04,1,120,0,
1502887,244 -2 Bedroom with Water View in Coal Harbour,600607,Martello,,Downtown,49.29014,-123.12716,Entire home/apt,,90,5,2018-12-01,0.04,32,0,0,
1507975,Modern new room with private entry!,51695,Natasha & Paolo,,Riley Park,49.24728,-123.09311,Private room,81,4,387,2024-11-04,2.83,1,142,44,24-157454
1525113,"114 Studio ""West of Denman""",600607,Martello,,West End,49.29217,-123.14037,Entire home/apt,,30,18,2023-09-12,0.14,32,0,0,
1604919,Executive Comfort only 1 Block from Robson Street,8550324,John,,West End,49.28707,-123.12697,Entire home/apt,160,90,124,2020-03-09,1.12,1,203,0,20-159526
1610084,Lakeside Cottage with Stunning View,8556789,Lana,,Kensington-Cedar Cottage,49.25891,-123.06224,Entire home/apt,167,2,212,2024-10-28,1.56,1,14,26,24-157920
1623556,Private top floor on vibrant Main St,8633501,Robin,,Riley Park,49.25259,-123.09292,Entire home/apt,110,3,365,2024-10-04,2.68,1,134,29,24-157450
1657214,2000sqft 3 level Downtown loft 3 patios + Parking,8784861,Dianna,,Downtown Eastside,49.28167,-123.10984,Entire home/apt,250,90,7,2024-02-29,0.05,1,363,1,
1703616,Beautiful Kitsilano Apartment (pet friendly),8993938,James And Jewel,,Kitsilano,49.26548,-123.14579,Entire home/apt,150,30,4,2024-06-01,0.13,1,325,1,
1717967,2 Bedroom Garden Flat - Main Street,9057463,Mary,,Riley Park,49.24778,-123.09867,Entire home/apt,200,2,389,2024-11-03,2.92,1,228,36,24-157383
1733307,DT Ocean view with luxury amenities and parking,9131888,Cindy,,Downtown,49.27781,-123.10637,Entire home/apt,224,1,185,2024-10-26,4.78,1,0,36,24-198676
1768817,SoMa Suite - Main Street Cool,9041076,Lynn,,Riley Park,49.24464,-123.10341,Entire home/apt,100,90,74,2024-09-13,0.57,1,259,2,24-151825
1830733,Cozy Retreat - Strathcona,9575419,Elana,,Downtown Eastside,49.27866,-123.08627,Entire home/apt,180,2,279,2024-10-29,2.09,5,108,11,24-157544
1850984,Main Street loft w/ rooftop terrace and view!,1007186,Bryn,,Strathcona,49.26772,-123.0975,Entire home/apt,361,3,48,2024-10-13,0.36,1,10,12,20-197406
1869071,156 One Bedroom in Downtown at The Electra,600607,Martello,,West End,49.28193,-123.12567,Entire home/apt,,30,5,2023-11-16,0.04,32,0,1,
1932171,Commercial Drive Garden Suite,5026894,Lois,,Grandview-Woodland,49.26861,-123.06666,Entire home/apt,,31,11,2018-08-28,0.11,1,0,0,
1995592,"Charming ""Kitsilano Family Place""",10285482,Allan And Ellen,,Kitsilano,49.263252,-123.164825,Private room,110,2,367,2024-11-02,2.76,1,70,23,24-157242
2003897,GREAT SUITE w GARDEN PATIO!  CENTRALLY LOCATED!!,10317553,Rita,,Fairview,49.26263,-123.11627,Entire home/apt,130,180,2,2014-02-03,0.02,1,282,0,
2011559,Sunny family-friendly house in Kits,9372276,Rica,,Kitsilano,49.26026,-123.15943,Entire home/apt,975,5,44,2024-08-22,0.43,1,70,1,24-158057
2033597,Comfy quiet bedroom/bath in family home near UBC,10439026,Janice Anne,,West Point Grey,49.26051,-123.21349,Private room,150,2,47,2020-02-27,0.56,1,7,0,20-159465
2033952,Beautiful Kitsilano - Covid-19 Safe,557301,Tyler,,Kitsilano,49.26812,-123.15376,Entire home/apt,,2,6,2020-09-09,0.10,1,0,0,20162988
2041582,"Kitsilano Point, very clean, welcoming and bright",1728615,Francois,,Kitsilano,49.2753,-123.14721,Entire home/apt,400,90,258,2024-03-06,2.02,1,283,5,20-160763
2042431,Yaletown 1BD Condo @ Homer & Robson,9582918,Sandy,,Downtown,49.27907,-123.11816,Entire home/apt,110,90,141,2024-10-15,1.07,2,365,2,
2056676,Cozy Modern apartment in Yaletown,7338933,Sadiq,,Downtown,49.27393,-123.11599,Entire home/apt,110,90,95,2023-09-30,0.72,3,337,0,"#18-609683 for unit 2610 , #18-609676 for unit 1503"
2092610,A Spacious Work-Live Studio,1172047,Trevor,,Mount Pleasant,49.2655,-123.0969,Entire home/apt,148,90,48,2024-09-29,0.37,2,164,2,
2163742,Garden Patio condo near Downtown transit central,5656886,Brandi,,Kensington-Cedar Cottage,49.26199,-123.07408,Private room,78,2,150,2024-10-19,1.16,1,163,18,24-158308
2168943,South Granville 2 bedroom townhome,11065739,Catherine,,Fairview,49.25859,-123.14321,Entire home/apt,,7,14,2018-03-19,0.11,1,0,0,
2183209,Kitsilano PENTHOUSE,11132986,Daniel,,Kitsilano,49.26597,-123.15633,Entire home/apt,100,30,137,2024-06-29,1.07,1,265,2,19-162396
2198419,Gorgeous home in Yaletown,11214436,Kate,,Downtown,49.2773,-123.12294,Entire home/apt,115,180,142,2016-09-01,1.10,1,201,0,
2216062,Bright Kitsilano Garden Apartment,11304608,Julie,,West Point Grey,49.26992,-123.18596,Entire home/apt,100,28,72,2024-08-21,0.57,1,80,6,24-157334
2315217,Modern Furnished private 1 Bed+Den,1200456,Nala,,Killarney,49.230171117698546,-123.03200097355086,Entire home/apt,,2,0,,,8,0,0,24-158810
2365994,Gem Modern Apartment in Yaletown,12014048,Hayfa,,Downtown,49.28252,-123.12198,Entire home/apt,150,30,95,2019-10-26,0.73,1,41,0,18-609155
2454353,Vancouver Quality Coach House,10997524,Mark & Fran,,Kensington-Cedar Cottage,49.23748,-123.08735,Entire home/apt,150,2,210,2024-11-02,1.62,1,59,28,23-151638
2468591,Marinaside water View - 90 nights,8999638,Sweet Home,,Downtown,49.27343301745229,-123.11737585067749,Entire home/apt,115,90,11,2023-08-11,0.10,1,344,0,19189051
2472791,Kits beach garden apartment. PETS+Children Welcome,2385551,Livio,,Kitsilano,49.27075,-123.1541,Entire home/apt,340,5,26,2024-09-22,0.20,1,82,6,24-158821
2493042,False creek penthouse with view,11852508,Sam,,Fairview,49.26441,-123.12984,Entire home/apt,,30,1,2023-02-04,0.05,1,0,0,
2532975,Charming Cozy new 2 bed Garden suite  w/patio,988889,Mireille,,Hastings-Sunrise,49.28586959838867,-123.05322265625,Entire home/apt,189,3,52,2024-08-23,0.41,1,324,7,Licence 23-258966
2576878,"Bright 1 bed suite, great location",4217281,Jennifer Andrea,,Fairview,49.25865,-123.12294,Entire home/apt,106,90,8,2023-10-31,0.06,3,70,0,
2592307,Ann's Place,13270979,Ann,,South Cambie,49.25222,-123.1186,Entire home/apt,120,2,788,2024-11-06,6.16,1,167,83,24-157384
2644110,Modern 2 Level Loft in East Van,9060366,Marc,,Grandview-Woodland,49.28545,-123.06435,Entire home/apt,,6,22,2018-10-27,0.17,1,0,0,18-603704
2653578,LOCATION!!! RENOVATED!!! SLEEPS 2-4!!,13584295,Breanna,,Downtown,49.28044,-123.12496,Entire home/apt,135,1,493,2024-10-30,5.82,1,6,90,24-157284
2658803,"266  -2 bedroom /sleeps 4 ""The Electra"" Downtown",600607,Martello,,West End,49.28169,-123.12628,Entire home/apt,,30,19,2021-12-20,0.15,32,0,0,
2669445,Laneway Home with a view,13664708,De,,West Point Grey,49.27109,-123.2088,Entire home/apt,105,30,16,2024-08-19,0.13,1,194,3,
2675179,Ideally Situated Modern Kitsilano House,11742636,Adrianne,,Kitsilano,49.27512,-123.15131,Entire home/apt,250,14,107,2024-07-31,0.84,1,330,6,19-161283
2709965,"Lakeside Manor, Room with a View!",13868691,Kat,,Kensington-Cedar Cottage,49.25572,-123.06554,Private room,85,30,113,2024-09-09,0.91,1,270,7,20-160326
2710628,East Vancouver character home near Transit,7107927,Alexandra,,Hastings-Sunrise,49.26523149806469,-123.03565216064453,Entire home/apt,140,1,25,2024-08-06,1.42,1,61,4,23-191102
2730555,Explore Vancouver in a Beautiful Trendy Townhouse,7677061,Luca,,Mount Pleasant,49.26536,-123.09943,Entire home/apt,202,3,163,2024-10-14,1.88,1,62,25,24-157308
2764812,Your Alternative to a 5 Star Hotel.,63434,Jan,,Downtown,49.27992,-123.12658,Entire home/apt,258,1,203,2024-10-21,1.59,1,191,36,24-158129
2812038,Vancouver 2 bd trendy Main street,5213892,Heidi,,Mount Pleasant,49.25672,-123.09874,Entire home/apt,239,1,254,2024-10-27,1.98,1,27,39,24-107508
2836478,"Water Views Downtown, Vancouver, BC",5517192,Fahrah,,Downtown,49.27421,-123.12484,Entire home/apt,,90,3,2014-07-30,0.02,1,0,0,
2847310,Unique Loft in the Heart of Gastown,6576530,Jozi,,Downtown Eastside,49.28247,-123.10342,Entire home/apt,251,2,506,2024-10-27,3.95,1,212,50,24-157336
2944104,Luxury Modern Apartment at Yaletown,7338933,Sadiq,,Downtown,49.27795,-123.11734,Entire home/apt,104,90,102,2024-01-09,0.81,3,362,1,
2958786,Funky Downtown Room in the West End,2796877,Sarah,,West End,49.29314,-123.13535,Private room,125,1,453,2024-11-09,3.54,1,173,54,24-158559
2985232,Luxury Point Grey Home,15222656,Miriam,,West Point Grey,49.26338,-123.18966,Entire home/apt,,7,11,2023-07-01,0.11,1,0,0,23-156413
2988185,105 GOOD VALUE 2 BEDROOM in Quiet Westend,600607,Martello,,West End,49.28884,-123.13288,Entire home/apt,,30,5,2022-07-06,0.04,32,0,0,
2988465,116 1 Bedrm + Office,600607,Martello,,West End,49.28889,-123.12815,Entire home/apt,,30,7,2022-10-25,0.10,32,0,0,
2997414,Bright and Modern 2BR in the heart of Vancouver!,6764900,Matt,,Strathcona,49.27494,-123.09823,Entire home/apt,,30,8,2023-03-01,0.06,1,0,0,
3018758,Cozy family home. Kids welcome!,15382258,Jamala,,Hastings-Sunrise,49.28006,-123.05409,Entire home/apt,,3,2,2015-08-09,0.02,1,0,0,22-200876
3040736,130 1 Bedroom Bright Corner Suite,600607,Martello,,Downtown,49.2796,-123.12152,Entire home/apt,,32,0,,,32,0,0,
3068198,Beautiful Apartment in Vancouver's Kitsilano,6810893,Jeremy,,Kitsilano,49.26651,-123.15159,Entire home/apt,,4,1,2017-07-24,0.01,1,0,0,18-586044
3093219,Minutes to Jericho Beach & Downtown Vancouver,15731413,Heather,,Kitsilano,49.26691,-123.17959,Entire home/apt,,3,23,2024-09-02,0.18,1,0,3,20-162050
3100878,STYLISH SUITE w/ Pool/Sauna/Hottub/Gym EXCELLENT $,13651030,Kirthi,,Downtown,49.27727,-123.12398,Entire home/apt,119,30,8,2024-10-28,0.13,2,98,5,
3124378,140 1 Bedroom with 180 degree view,600607,Martello,,Downtown,49.27511,-123.12679,Entire home/apt,,31,5,2018-10-14,0.05,32,0,0,
3130486,Beautiful Mount Pleasant Loft,15897416,Matthew,,Mount Pleasant,49.26602,-123.09743,Entire home/apt,,3,136,2024-10-13,1.09,1,0,16,24-157556
3133244,Sauna in 1 bedroom at sunset beach downtown!,15910486,Dipesh,,West End,49.27917,-123.1337,Entire home/apt,,30,75,2018-11-30,0.59,1,0,0,
3138351,Deluxe Minimalist Double Bedroom,4261957,Donna Min Chuen,,Renfrew-Collingwood,49.24187,-123.03668,Private room,50,5,50,2024-06-30,0.40,1,209,6,24-157447
3142563,"Spacious suite in Kits, AC/total privacy/quiet/UBC",10216651,Yi,,Kitsilano,49.26344,-123.18092,Entire home/apt,122,1,294,2024-11-08,7.90,1,62,88,23-157429
3158923,Family Friendly Accessible East Van Home,16029441,Annelie,,Grandview-Woodland,49.26802,-123.07374,Entire home/apt,,2,0,,,1,0,0,20-203277
3168686,Beautiful Downtown Loft | 2-Levels w/Balcony,1522256,Natalia,,Downtown Eastside,49.28365,-123.10135,Entire home/apt,265,1,70,2024-08-18,0.61,2,23,7,24-157407
3177610,"A Luxurious Downtown Urban Oasis with Parking, Awaits You.",8696545,S,,Downtown,49.27914,-123.12016,Entire home/apt,300,90,24,2022-09-21,0.19,1,364,0,
3194330,Comm'l Drive suite in classic home 90 day min.,16048955,Kevin,,Grandview-Woodland,49.26989254514103,-123.06540595404579,Entire home/apt,100,90,7,2024-10-31,0.52,1,197,6,
3215295,Cozy modern suite near Main St (min stay 90 days),15434388,Florence,,Riley Park,49.2498,-123.10378,Entire home/apt,120,90,55,2024-09-29,0.43,1,218,1,19245485
3230030,147 VIEW 1 Bedroom in Coal Harbour,600607,Martello,,Downtown,49.28975,-123.12538,Entire home/apt,,30,6,2023-04-30,0.05,32,0,0,
3230315,161 1 Bedroom COAL HARBOUR SEAWALL,600607,Martello,,Downtown,49.28886,-123.12616,Entire home/apt,,30,5,2024-02-22,0.13,32,0,2,
3241017,Modern Downtown Park View Condo!,834713,Cory,,Downtown,49.2782,-123.10575,Entire home/apt,135,3,167,2024-10-29,1.32,1,19,22,24-157498
3248971,"175 Studio at ""The Lions""",600607,Martello,,West End,49.28719,-123.12856,Entire home/apt,,30,4,2024-03-01,0.06,32,0,2,
3258141,"Bright ocean view home, 1 block from beach",2805581,Alexandra,,Kitsilano,49.27197,-123.17999,Entire home/apt,,7,5,2018-08-12,0.04,1,0,0,
3302983,228 Studio West Georgia Street VIEW,600607,Martello,,Downtown,49.29004,-123.12665,Entire home/apt,,60,1,2018-05-20,0.01,32,0,0,
3309313,Level | Two Bedroom Suite | Luxe Amenities,2502595,Level Hotels And Furnished Suites,,Downtown,49.27899,-123.12156,Entire home/apt,270,30,4,2023-08-24,0.03,41,351,0,
3331054,"studio apartment, not large .",16816923,Jamie,,Hastings-Sunrise,49.28488,-123.02993,Entire home/apt,,30,99,2024-10-01,0.79,1,28,4,18-613159
3340865,Private Unit•Cozy·Free parking/DT/UBC/YVR,16862283,Min Yan,,Dunbar Southlands,49.2472936,-123.1706461,Entire home/apt,120,2,69,2024-11-03,3.94,1,78,54,#24–159483
