id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
45861139,Charming Modern Close2Seawall  2bdrm/2bth,371393866,Ryan,,Downtown,49.27713,-123.11939,Entire home/apt,164,20,24,2024-10-01,0.48,1,332,4,23-175213
45885335,Beautiful Mountain View suite in Character Home,78650631,Toni,,Mount Pleasant,49.261768,-123.088531,Entire home/apt,,2,75,2024-09-15,2.53,1,0,21,License 24 - 158565
45911684,Lovely Pied a Terre 1 bedroom Vancouver Downtown,134758907,Vida,,West End,49.28178,-123.12614,Entire home/apt,105,90,3,2022-09-08,0.08,7,362,0,
45923857,Master spacious ensuite bedroom,66327125,Liduo,,Oakridge,49.22107,-123.13951,Private room,75,91,1,2023-10-07,0.07,11,365,0,
45941161,2BDR 2BA Downtown Vancouver Apartment,181193076,Alia,,Downtown,49.27868,-123.10694,Private room,,2,0,,,1,0,0,17-10931934
45943333,Vancouver Golf Villa - Private Oasis,372467586,Yu,,Kerrisdale,49.22970199584961,-123.17666625976562,Entire home/apt,686,3,54,2024-10-14,1.18,1,303,11,24-157973
45998307,Laneway house @Close to Airport/UBC/DT,372869001,Deai,,Dunbar Southlands,49.25035,-123.19247,Entire home/apt,115,2,277,2024-10-27,5.62,1,165,54,24-157948
46040959,Modern Cozy One Bedroom near Sunset Beach,1318151,Suz,,West End,49.28073,-123.13584,Entire home/apt,,90,3,2024-08-22,0.07,1,52,1,
46069251,Kitsilano Modern Comfort - Spacious 1 bedroom,65683877,Yendi,,Kitsilano,49.25898,-123.16179,Entire home/apt,175,3,106,2024-10-26,2.23,1,111,35,24-157679
46117913,Vancouver Home close to downtown,205309212,Jag,,Shaughnessy,49.24512,-123.129,Entire home/apt,101,90,2,2024-09-10,0.51,3,124,2,
46119334,Central 3 Bedroom Apartment with Private Patio,286059821,Ray,,Downtown Eastside,49.28135619347826,-123.10719498067616,Entire home/apt,300,3,59,2024-10-01,1.22,1,180,4,22-157018
46142496,Exquisite Home In The Heart Of Yaletown W/ Parking,75148092,Moujan,,Downtown,49.2795,-123.12002,Entire home/apt,199,2,262,2024-10-11,5.39,1,49,70,24-157981
46192337,"Sky High Water Views w/Parking, Transit and Arena!",39515974,Tim,,Downtown,49.27928,-123.10654,Entire home/apt,196,1,240,2024-11-08,5.09,1,31,65,24-158021
46192601,"Elegance in style - Beachfront, Blessed & Beyond",362498435,Matthew,,West End,49.28612,-123.13836,Entire home/apt,91,30,4,2023-08-02,0.10,1,323,0,
46193267,Sonder at Revival | King Room+ w/ Terrace,224853071,Sonder (Vancouver),,West End,49.28903,-123.13834,Private room,288,1,628,2024-10-26,13.10,11,322,74,24-123055
46194131,Sonder at Revival | King Suite+,224853071,Sonder (Vancouver),,West End,49.28751,-123.13944,Private room,263,1,31,2024-10-21,0.69,11,293,5,24-123055
46195136,Sonder at Revival | Courtyard Terrace King Room+,224853071,Sonder (Vancouver),,West End,49.2889,-123.13832,Private room,294,1,243,2024-10-26,5.07,11,317,25,24-123055
46196207,Sonder at Revival | Queen Room+,224853071,Sonder (Vancouver),,West End,49.28735,-123.13936,Private room,207,1,98,2024-10-14,2.04,11,97,7,24-123055
46196403,Sonder at Revival | King Suite+ w/ Terrace,224853071,Sonder (Vancouver),,West End,49.28742,-123.1386,Private room,348,1,34,2024-10-25,0.71,11,273,6,24-123055
46198984,Central Downtown Vancouver Suite - Beach & Shop,374218789,Sue,,West End,49.2827,-123.12694,Entire home/apt,181,2,250,2024-11-07,5.12,1,64,72,24-157971
46204128,Bright Spacious Room in a shared apartment,65085677,James,,Kensington-Cedar Cottage,49.24659,-123.06762,Private room,,2,3,2021-05-21,0.06,1,0,0,21-168692
46215685,Downtown Vancouver Luxury - Eat & Beach & Shop,374316673,Chattan,,West End,49.28263334623121,-123.1258859236598,Entire home/apt,244,2,212,2024-10-20,4.34,1,60,68,24-158005
46236688,Sonder at Revival | King Room+,224853071,Sonder (Vancouver),,West End,49.28893,-123.13985,Private room,294,1,41,2024-07-09,0.89,11,279,13,24-123055
46236841,East Van Haven: Fully-renovated,96328127,Dawn And David,,Kensington-Cedar Cottage,49.24605,-123.08217,Entire home/apt,145,5,86,2024-09-29,2.01,1,55,11,24-158095
46250902,⭐️Vancouver2 bedrooms suite with private entrance .,48621877,George,,Victoria-Fraserview,49.23026,-123.07289,Private room,,1,42,2022-10-15,0.88,1,0,0,22-164734
46261278,Sonder at Revival | Accessible King Room+,224853071,Sonder (Vancouver),,West End,49.28932,-123.13808,Private room,279,1,18,2024-10-25,0.39,11,287,5,24-123055
46292342,1 Bedroom in Vancouver's Historic Gastown!,211680650,Carmel,,Downtown Eastside,49.28148,-123.10493,Entire home/apt,120,90,2,2024-10-04,0.04,1,0,1,
46295519,Spacious Loft in Gastown,27739566,Siavash,,Downtown Eastside,49.28172120305015,-123.10410132802446,Entire home/apt,334,90,76,2023-10-26,1.56,2,106,0,Exempt
46335810,"Private loft, in heart of Vancouver",35092844,Winnie,,Mount Pleasant,49.26641,-123.09584,Entire home/apt,123,4,175,2024-10-30,3.73,1,154,49,24-157987 (year 2024)
46340428,Spacious cozy house with gardening & Koi Pond,319613781,Vivian,,Kerrisdale,49.22117,-123.15902,Entire home/apt,219,1,167,2024-10-27,3.47,1,82,51,24-158007
46402506,Incredible 2 BR Condo in the heart of Downtown,325123898,Aj,,Downtown,49.28083,-123.12597,Entire home/apt,109,90,12,2024-09-29,0.31,1,361,3,
46413421,A Holiday in Beautiful Vancouver!,1971656,Michael,,Kensington-Cedar Cottage,49.25924,-123.07345,Entire home/apt,425,7,20,2024-09-01,0.43,1,309,5,24-158014
46449044,☀️ Falsecreek Views - Rogers Arena 2bdrm/1prk ☀️,355777808,Steven,,Downtown,49.28051,-123.10771,Entire home/apt,98,2,104,2024-08-22,2.15,1,154,7,24-157441
46476146,"Bright DT Unit w Piano, Tea Room, Sauna, Pool & AC",271746,Ovey,,Downtown,49.2795,-123.1074,Entire home/apt,163,5,124,2024-10-30,3.01,1,15,36,24-157256
46496585,2 Bedroom Basement Suite,254347712,Mirasol,,Oakridge,49.22196,-123.12766,Entire home/apt,,30,1,2021-01-13,0.02,2,0,0,
46545911,Downtown central modern condo,9007279,Yao,,West End,49.28311,-123.12509,Entire home/apt,,90,0,,,1,83,0,
46584573,Cozy bright studio/South Granville,123545245,Carmen,,Fairview,49.25946,-123.13919,Entire home/apt,,3,0,,,1,0,0,Exempt
46585029,Kits Point Trendy Beach Casa 2BR+Beach+Lifestyle,6329283,Janet (Ruby),,Kitsilano,49.27346,-123.14844,Entire home/apt,,30,18,2024-09-08,0.42,1,38,3,
46585566,Sauna/Jacuzzi/Pool/Gym/Rogers Arena/BC Place/5 ppl,314341438,Joshua,,Downtown,49.28025,-123.11069,Entire home/apt,43,1,297,2024-10-18,6.17,5,142,74,24-294745
46618231,Corporate Stays | Tate | Gorgeous 1 BR,38459934,Vladimir,,Downtown,49.27595,-123.1279,Entire home/apt,262,90,0,,,6,88,0,
46662841,Main Street Gem - Entire Suite,377152373,Kathy,,Riley Park,49.25119,-123.10458,Entire home/apt,186,3,150,2024-10-19,3.17,1,316,48,24-158015
46772092,Modern & Stylish 3Bedroom Chinatown Apt w/ Parking,377981526,Norman,,Downtown Eastside,49.28076548101497,-123.10037703420997,Entire home/apt,290,2,151,2024-10-20,3.22,1,34,44,24-158361
46778162,Spectacular View Studio in The Heart of DT + PRKG,51853885,Laura C,,Downtown,49.27948,-123.12596,Entire home/apt,144,2,187,2024-10-18,6.26,1,130,71,24-157207
46801517,Mount Pleasant Gem,35035840,Peter,,Mount Pleasant,49.25657,-123.09362,Entire home/apt,100,90,8,2023-10-29,0.18,3,90,0,
46802773,Private Room w/ Bathroom For Isolation,25847633,Ivan,,Renfrew-Collingwood,49.24297,-123.0386,Private room,,15,1,2021-01-16,0.02,1,0,0,21-158286
46814074,Vancouver House Flexible Stays Unit 716 (+90 days),378134107,Sean,,Downtown,49.274403,-123.130981,Entire home/apt,,90,7,2024-04-04,0.15,12,21,1,
46859272,Cozy high ceiling private suite near skytrain,268127591,Yuk Ching,,Marpole,49.21267,-123.1217,Entire home/apt,145,1,70,2024-11-09,1.50,1,31,59,24-159955
46871291,2 BDRM Charmer - Mins to downtown - FREE Parking,378631115,Mario,,Kensington-Cedar Cottage,49.2515,-123.07983,Entire home/apt,302,3,40,2024-10-21,0.90,1,44,5,24-158362
46878960,Vancouver House Flexible Stays Unit 906 (+90 days),378134107,Sean,,Downtown,49.274403,-123.130981,Entire home/apt,,90,13,2024-06-01,0.30,12,87,2,
46879080,Long term - Fantastic downtown room w/view,39998564,Meltem,,Downtown,49.27809,-123.10953,Private room,,60,0,,,1,0,0,
46886018,1425 Haro St - 2 Bedrooms - Downtown Vancouver,231663454,Plan A,,West End,49.28734,-123.13054,Entire home/apt,140,90,1,2022-02-01,0.03,16,159,0,
46924652,Apartment in front of Stadium,27739566,Siavash,,Downtown,49.27911,-123.10873,Entire home/apt,150,90,72,2024-10-12,1.52,2,94,3,21-159022
46949692,BEAUTIFUL CONDO   HEART OF DOWNTOWN +free parking,51766284,Max,,Downtown,49.27865,-123.11916,Entire home/apt,337,4,57,2024-08-28,1.37,1,66,12,24-173250
46973572,Crosstown Apartment in a Airbnb Friendly Building,274800813,Tina,,Downtown,49.27776,-123.10656,Entire home/apt,,2,62,2023-02-26,1.31,1,0,0,22-157268
46995034,Special $ Cozy Suite 8 min to DT & 3 min to VGH,379904603,Frankie,,Fairview,49.25734,-123.11946,Entire home/apt,130,4,120,2024-10-26,2.54,1,47,23,24-158024
47048836,NEW A/C! Large Full Condo&secure parking included.,311509494,Kellan,,Downtown Eastside,49.27747,-123.09852,Entire home/apt,114,30,141,2023-12-22,4.24,1,330,6,22-165598
47054062,Vancouver House Flexible Stays Unit 911 (+90 days),378134107,Sean,,Downtown,49.274403,-123.130981,Entire home/apt,90,90,6,2024-05-26,0.14,12,90,1,
47054802,Vancouver House Flexible Stays Unit 807 (+90 days),378134107,Sean,,Downtown,49.274403,-123.130981,Entire home/apt,95,90,10,2024-03-27,0.26,12,90,1,
47054854,Vancouver House Flexible Stays Unit 809 (+90 days),378134107,Sean,,Downtown,49.274403,-123.130981,Entire home/apt,106,90,6,2023-11-24,0.14,12,218,1,
47055094,Vancouver House Flexible Stays Unit 712 (+90 days),378134107,Sean,,Downtown,49.274403,-123.130981,Entire home/apt,110,90,9,2024-07-01,0.22,12,180,2,
47055165,Vancouver House Flexible Stays Unit 202 (+90 days),378134107,Sean,,Downtown,49.274403,-123.130981,Entire home/apt,110,90,8,2024-10-14,0.22,12,362,2,
47095909,Downtown Private Room,25074817,Tatiane,,West End,49.28139,-123.1294,Private room,,30,12,2024-01-31,0.26,6,0,1,24-157628
47132519,Tastefully decorated guesthouse,379700765,Lung,,Marpole,49.212098495506616,-123.13883279678794,Entire home/apt,800,30,1,2023-07-10,0.06,3,52,0,
47135214,Spacious & Colorful Apartment in the West End,171058958,Alex,,West End,49.29025,-123.13753,Entire home/apt,,30,15,2024-05-15,0.38,2,0,1,Exempt
47140496,Brand New 2 Bdr Garden Suite (Arbutus/Kits/UBC),4305639,Eric,,Arbutus Ridge,49.25687,-123.17745,Entire home/apt,150,90,6,2024-08-31,0.15,3,70,2,
47143888,Brand New Coach House (Arbutus/Kits/UBC),4305639,Eric,,Kitsilano,49.25793,-123.17769,Entire home/apt,203,90,4,2023-11-30,0.11,3,223,1,
47144051,Brand New 1 Bdr Garden Suite (Arbutus/Kits/UBC),4305639,Eric,,Arbutus Ridge,49.25773,-123.17645,Entire home/apt,125,30,0,,,3,70,0,
47178276,1300 sqft | Canada Place | WaterView Modern Aircon,8763079,Conor,,Downtown,49.28644,-123.1153,Entire home/apt,265,90,11,2024-05-31,0.26,3,169,4,
47247772,Beautiful new-reno East-Van Commercial Drive house,244862507,Kevin,,Kensington-Cedar Cottage,49.24875,-123.06655,Entire home/apt,,30,5,2023-09-24,0.12,1,46,0,Exempt
47292724,Downtown Cozy Private Room,25074817,Tatiane,,West End,49.28146,-123.1305,Private room,,29,18,2024-08-31,0.42,6,0,7,24-157628
47315911,3 Bed 2 Bath Private Suite and Easy Transportation,382064493,Ruby,,Kensington-Cedar Cottage,49.24077,-123.07489,Entire home/apt,109,2,107,2024-10-27,2.29,1,136,20,24-158031
47316298,Cambie Village Suite I 10 min walk to Canada Line,13104074,Cindy,,Riley Park,49.2566,-123.11258,Entire home/apt,128,9,87,2024-10-24,1.92,1,65,24,24-158044
47328611,Beachside Retreat - 20 Min from downtown Van.,5025679,Mark,,West Point Grey,49.26993,-123.18599,Entire home/apt,190,1,131,2024-11-03,2.88,1,144,28,24-158038
47344582,Cute & cozy park-side suite off Commercial Drive.,5630740,Rosa,,Grandview-Woodland,49.27827,-123.07244,Entire home/apt,100,1,245,2024-10-13,5.27,2,79,72,24-158009
47373270,1BR suite in Vancouver - Good vibes only,289997935,Erin,,Dunbar Southlands,49.25296,-123.18593,Entire home/apt,,2,125,2024-10-28,3.22,1,0,39,24-158227
47406734,Two bedroom suite in the heart of Vancouver,133364409,Moe,,Mount Pleasant,49.2611,-123.08638,Entire home/apt,132,1,127,2024-10-13,3.11,1,35,35,24-158586
47428324,This room a lot to offer...,382875662,June,,Oakridge,49.22511,-123.12791,Private room,150,365,0,,,1,365,0,
47472982,Cozy Gastown Loft,244460223,Sylvia,,Downtown Eastside,49.28349,-123.10288,Entire home/apt,250,30,2,2023-07-31,0.07,1,89,0,
47474716,Perfect cozy updated Condo SLP5 + FREE PARKING,383221961,Hang,,Downtown,49.27895,-123.12444,Entire home/apt,372,1,250,2024-10-27,5.41,1,0,41,24-158037
47480096,3BR Private & Convenient Garden Level Suite,75777,Franklin,,Renfrew-Collingwood,49.25623764327153,-123.02777702226761,Entire home/apt,153,1,267,2024-11-05,5.75,5,205,73,24-158041
47549583,Cozy Yet Spacious Kits Beach Apartment,383825529,Kendoll,,Kitsilano,49.26779,-123.17811,Private room,,2,0,,,1,0,0,17-106212
47568742,Modern 1 bdr apartment in Main St/Mount Pleasant,10024156,Pablo,,Mount Pleasant,49.26468,-123.09937,Entire home/apt,194,3,20,2024-09-24,0.56,1,56,3,22-156642
47579266,"Beautiful 4 bdrm house near UBC, stunning views!",8926556,Bryony,,Dunbar Southlands,49.2283935546875,-123.20259857177734,Entire home/apt,350,3,10,2024-10-17,1.96,1,47,10,Exempt
47585339,Vacation Home Downtown Vancouver,384155665,Veronica,,West End,49.28406,-123.12215,Entire home/apt,208,1,42,2023-01-27,0.94,1,40,0,24-158093
47730733,Marvelous Contemporary one bedroom apartment,95217850,Mauricio,,Downtown,49.27226,-123.1256,Entire home/apt,109,90,1,2021-03-02,0.02,37,177,0,
47761289,2Bdr New Cambie Apt w/office-parki KingEd Skytrain,64488310,Amanda,,South Cambie,49.24945,-123.1176,Entire home/apt,149,90,19,2024-08-01,0.43,3,236,4,
47764993,Stylish Comfort Parkside,76470764,Alon,,Kensington-Cedar Cottage,49.23432,-123.08216,Entire home/apt,122,2,7,2024-11-02,6.00,1,144,7,24-280408
47790306,Random selected 1 bedroom condo in Yaletown,346562402,Zodiac,,Downtown,49.27839,-123.11212,Entire home/apt,136,3,5,2023-05-18,0.11,5,7,0,24-158461
47813598,948 ft2 3br/2ba laneway house - South Main charmer,238308886,Terry,,Riley Park,49.25661,-123.10764,Entire home/apt,300,30,0,,,13,88,0,
47875425,LaGrande Suite | Sauna | 2 Bikes| Prefect Getaway!,385926147,Ilya,,Shaughnessy,49.23775,-123.14987,Entire home/apt,178,3,46,2023-05-03,1.01,2,193,0,22-178407
47892580,Cozy and Warm Condo in Downtown Vancouver,148569986,Simon,,West End,49.27806,-123.13079,Entire home/apt,,89,1,2021-06-01,0.02,1,0,0,
47895345,Happy in Vancouver,2868175,Espirito Santo,,Kitsilano,49.26421,-123.16177,Private room,68,90,6,2024-07-10,0.15,3,153,1,
47908132,Vibrant Main Street Garden Suite with Fireplace,117391155,Jennifer,,Riley Park,49.24542,-123.10349,Entire home/apt,114,1,260,2024-11-04,5.65,1,8,78,24-158054
47920470,+90 DAYS Amazing CONDO/quiet+garden view,267418831,Robert,,Downtown,49.27453,-123.1166,Entire home/apt,180,90,10,2024-06-01,0.25,3,332,3,
47980419,Comfortable One Bedroom Gem Across VGH,139891966,Ishtar,,Fairview,49.26016,-123.12614,Entire home/apt,95,90,11,2024-01-13,0.25,30,345,1,
48019527,Modern Farmhouse in Mount Pleasant,5946830,Irma,,Mount Pleasant,49.26161,-123.10126,Entire home/apt,,29,16,2024-10-07,0.43,1,49,5,24-106089
48070793,Private bedroom near bus stop & airport (noisy),10285414,Jaswinder,,Kerrisdale,49.22079,-123.14027,Private room,76,1,330,2024-10-27,7.35,1,162,80,24-158064
48078844,Character suite with sunny 10x20 deck,26510197,Theresa,,Kitsilano,49.26354,-123.14745,Entire home/apt,140,30,2,2024-08-05,0.12,6,353,1,
48082323,"Waterfront home on sea wall, expansive ocean view",33938752,Angela,,Fairview,49.26778682216457,-123.13041937916836,Entire home/apt,2000,2,63,2024-09-02,1.43,1,363,10,24-157889
48090976,Modern Studio on the edge of Downtown/Chinatown,29412479,Suzanne Mary,,Downtown Eastside,49.28018,-123.09981,Entire home/apt,83,90,0,,,8,162,0,
48113043,1170 Barclay: Lux 1 bed/2 bath & Private Roof Deck,231663454,Plan A,,West End,49.28406,-123.12878,Entire home/apt,120,90,0,,,16,159,0,
48113196,1170 Barclay St - Penthouse Studio with Balcony,231663454,Plan A,,West End,49.28406,-123.12878,Entire home/apt,98,90,3,2022-12-15,0.08,16,159,0,
48125431,Home in the Sky with Gorgeous Water Views,312918745,Sean,,Downtown,49.27965,-123.10892,Entire home/apt,200,2,135,2024-10-06,3.39,1,17,18,24-211586
48159315,Shangri-La 1BR | 5*Amenities | Parking | Location,19908390,Ariel,,Downtown,49.28666,-123.12343,Entire home/apt,213,90,17,2024-10-04,0.41,1,228,4,
48167443,Modern & Cozy Basement Suite Private Entry,349804247,Εlvis,,Marpole,49.212135,-123.142746,Entire home/apt,140,30,91,2024-09-10,2.06,32,56,2,22-265050
48190300,1170 Barclay Street - Brand new 2 bedrooms,231663454,Plan A,,West End,49.28406,-123.12878,Entire home/apt,139,90,1,2022-10-29,0.04,16,159,0,
48228018,Vancouver House Flexible Stays Unit 515 (+90 days),378134107,Sean,,Downtown,49.274403,-123.130981,Entire home/apt,105,90,5,2024-05-26,0.14,12,331,1,
48242718,Fully Furnished One Bedroom Downtown Vancouver,95217850,Mauricio,,Downtown,49.27299,-123.12696,Entire home/apt,110,90,2,2024-05-01,0.09,37,71,1,
48243511,Clean/Spacious Apartment in Vancouver East,14818360,Chris,,Hastings-Sunrise,49.27148289942687,-123.04100473352906,Entire home/apt,75,1,229,2024-10-16,5.38,1,239,58,24-158102
48258110,"Bright, Airy Garden Suite in East Vancouver",31926817,James,,Kensington-Cedar Cottage,49.2527,-123.062,Entire home/apt,143,2,132,2024-10-04,4.21,1,198,35,24-157588
48258797,Modern downtown 2b/2b/parking in trendy Chinatown,15325712,Amir,,Downtown Eastside,49.27871770749228,-123.09961626552035,Entire home/apt,214,2,117,2024-10-21,2.61,1,290,19,24-158068
48258965,"Clean 2 Bed Condo Downtown with View, Pool, & Gym",42080710,Nikkita & Samir,,Downtown,49.2792,-123.10822,Entire home/apt,229,2,61,2024-04-07,1.39,1,81,12,24-158059
48319859,Stanley Park Beach Getaway,181692854,Rachel,,West End,49.29148,-123.14048,Entire home/apt,151,30,7,2024-08-09,0.27,1,154,5,
48343866,The Humble Palace,19814499,Lady Bergamot,,Downtown,49.27976,-123.12103,Entire home/apt,224,2,168,2024-11-04,3.79,1,27,43,24-158070
48487736,Kits Ground Lvl Condo-Clean and Private(30 days+)!,148316023,Amol,,Kitsilano,49.265,-123.15854,Entire home/apt,94,90,2,2024-04-16,0.05,1,234,1,
48509898,Spacious Mountain View Suite 15 mins from Downtown,57563986,Kathi,,Kensington-Cedar Cottage,49.24829,-123.08672,Entire home/apt,160,4,61,2024-10-02,1.46,1,55,18,24-158085
48547310,Kitsilano Loft w/Sunny deck & Parking by Beach,391708710,Hannah,,Kitsilano,49.271591,-123.161057,Entire home/apt,300,2,103,2024-11-08,2.52,1,322,36,# 24-158072
48554012,Private Room & Bathroom in Central Vancouver,125891752,Nimrah,,Fairview,49.25766,-123.1252,Private room,55,90,12,2024-08-01,0.28,2,97,2,
48562554,Entire Garden Apt-Private Parking+Central Location,14382762,Bert,,Grandview-Woodland,49.2771,-123.06348,Entire home/apt,145,1,255,2024-09-22,5.79,2,57,41,24-158076
48587260,"Downtown, Pool,Gym,Parking,  RogersArena,Waterview",91342521,Jordan,,Downtown,49.27992,-123.10715,Entire home/apt,174,2,240,2024-10-23,5.52,1,65,61,24-158056
48640539,Newly Built 3 Bedrooms - Entire Guest Suite,257453217,James,,Arbutus Ridge,49.23708,-123.16252,Entire home/apt,175,2,152,2024-10-20,3.60,2,142,45,24-158110
48661064,Harbour view suite steps away from Stanley Park,265249066,Eva,,Downtown,49.29436,-123.13473,Entire home/apt,150,30,8,2024-08-03,0.19,13,327,3,
48682875,Free Parkin/Pacific Central/Skytrain/Projectr/6ppl,319023064,Jon,,Downtown Eastside,49.2752,-123.09992,Entire home/apt,39,2,312,2024-11-03,7.03,6,136,73,24-180722
48722790,East Van 2-Bed 2-Storey Coach House - Brand New,104038743,Brandon,,Victoria-Fraserview,49.21841,-123.0756,Entire home/apt,140,2,72,2024-09-29,1.67,5,50,12,24-158176
48737659,Hummingbird Studio.  Sparkling stay by PNE,264516109,Bethany,,Hastings-Sunrise,49.27763,-123.02775,Entire home/apt,110,1,241,2024-11-05,5.87,1,77,86,24-158128
48756845,One Bedroom Garden Suite in Mount Pleasant West,104426256,Carolyn,,Mount Pleasant,49.25715,-123.10958,Entire home/apt,150,2,148,2024-11-01,3.43,1,73,46,24-157999
48773250,Steps to Trendy Commercial Drive + Craft Breweries,146406862,Ryan,,Grandview-Woodland,49.27709,-123.0729,Entire home/apt,,3,44,2024-09-04,1.23,1,1,18,24-158320
48846533,The Sky Nest Perched in the heart of Vancouver,2431363,Jamie,,Fairview,49.25878,-123.13604,Entire home/apt,,7,0,,,1,0,0,21-215466
